thema;bron;Deelmodel;attribuut;waarde;label-nl;definitie;naam waardelijst;URL
olie-gas-chemicalien;imkl2015;wion;us-net-common:appurtenanceType;hoogbouwkoppelpunt;hoogbouwkoppelpunt;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/hoogbouwkoppelpunt
olie-gas-chemicalien;imkl2015;wion;us-net-common:appurtenanceType;ontluchting;ontluchting;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/ontluchting
olie-gas-chemicalien;imkl2015;wion;us-net-common:appurtenanceType;aftakzadel;aftakzadel;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/aftakzadel
olie-gas-chemicalien;imkl2015;wion;us-net-common:appurtenanceType;overgangsstuk;overgangsstuk;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/overgangsstuk
olie-gas-chemicalien;imkl2015;wion;us-net-common:appurtenanceType;isolatiestuk;isolatiestuk;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/isolatiestuk
olie-gas-chemicalien;imkl2015;wion;us-net-common:appurtenanceType;ontspanningselement;ontspanningselement;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/ontspanningselement
olie-gas-chemicalien;imkl2015;wion;us-net-common:appurtenanceType;hoogteligging;hoogteligging;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/hoogteligging
olie-gas-chemicalien;imkl2015;wion;us-net-common:appurtenanceType;adrespunt;adrespunt;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/adrespunt
olie-gas-chemicalien;imkl-be;wion;us-net-common:appurtenanceType;eindkap;eindkap;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/eindkap
olie-gas-chemicalien;imkl-be;wion;us-net-common:appurtenanceType;verloopstuk;verloopstuk;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/verloopstuk
olie-gas-chemicalien;imkl-be;wion;us-net-common:appurtenanceType;afsluiter;afsluiter;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/afsluiter
olie-gas-chemicalien;imkl-be;wion;us-net-common:appurtenanceType;meetpunt;meetpunt;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/meetpunt
olie-gas-chemicalien;imkl-be;wion;us-net-common:appurtenanceType;sifon;sifon;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/sifon
olie-gas-chemicalien;imkl-be;wion;us-net-common:appurtenanceType;blaasgat;blaasgat;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/blaasgat
olie-gas-chemicalien;imkl-be;wion;us-net-common:appurtenanceType;kbMeetpunt;kb meetpunt;definitie;OilGasChemicalsAppurtenanceIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/kbMeetpunt
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;gasStation;Gasstation;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/gasStation
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;marker;Markering;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/marker
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;oilGasChemicalsNode;Olie-, gas- en chemicalinnet-knooppunt;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/oilGasChemicalsNode
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;deliveryPoint;punt van levering;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/deliveryPoint
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;productionRegion;Productiegebied;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/productionRegion
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;pumpingStation;Pompstation;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/pumpingStation
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;pump;Pomp;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/pump
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;storage;Opslagvoorziening;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/storage
olie-gas-chemicalien;inspire;wion;us-net-common:appurtenanceType;terminal;Terminal;definitie;OilGasChemicalsAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/terminal
olie-gas-chemicalien;inspire;wion;us-net-ogc:oilGasChemicalsProductType;naturalGas;natural Gas;definitie;OilGasChemicalsProductTypeValue;http://inspire.ec.europa.eu/codelist/OilGasChemicalsProductTypeValue/naturalGas
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;bioGas;bioGas;definitie;OilGasChemicalsProductIMKLTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductIMKLTypeValue/bioGas
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;accetone;accetone;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/accetone
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;air;air;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/air
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;argon;argon;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/argon
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;butadiene1.2;butadiene1.2;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/butadiene1.2
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;butadiene1.3;butadiene1.3;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/butadiene1.3
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;butane;butane;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/butane
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;carbonMonoxide;carbonMonoxide;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/carbonMonoxide
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;chlorine;chlorine;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/chlorine
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;concrete;concrete;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/concrete
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;crude;crude;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/crude
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;dichloroethane;dichloroethane;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/dichloroethane
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;diesel;diesel;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/diesel
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;ethylene;ethylene;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/ethylene
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;gasFabricationOfCocs;gasFabricationOfCocs;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/gasFabricationOfCocs
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;gasHFx;gasHFx;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/gasHFx
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;gasoil;gasoil;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/gasoil
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;hydrogen;hydrogen;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/hydrogen
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;isobutane;isobutane;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/isobutane
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;JET-A1;JET-A1;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/JET-A1
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;kerosene;kerosene;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/kerosene
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;liquidAmmonia;liquidAmmonia;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/liquidAmmonia
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;liquidHydrocarbon;liquidHydrocarbon;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/liquidHydrocarbon
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;multiProduct;multiProduct;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/multiProduct
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;MVC;MVC;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/MVC
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;nitrogen;nitrogen;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/nitrogen
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;oxygen;oxygen;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/oxygen
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;phenol;phenol;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/phenol
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;propane;propane;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/propane
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;propylene;propylene;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/propylene
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;saltWater;saltWater;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/saltWater
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;saumur;saumur;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/saumur
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;sand;sand;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/sand
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;tetrachloroide;tetrachloroide;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/tetrachloroide
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;unknown;unknown;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/unknown
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;water;water;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/water
olie-gas-chemicalien;imkl-be;wion;us-net-ogc:oilGasChemicalsProductType;empty;empty;definitie;OilGasChemicalsProductTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/empty
water;imkl2015;wion;us-net-common:appurtenanceType;afsluiter;afsluiter;definitie;WaterAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/afsluiter
water;imkl2015;wion;us-net-common:appurtenanceType;diameterovergang;diameterovergang;definitie;WaterAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/diameterovergang
water;imkl2015;wion;us-net-common:appurtenanceType;materiaalovergang;materiaalovergang;definitie;WaterAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/materiaalovergang
water;imkl2015;wion;us-net-common:appurtenanceType;eindpunt;eindpunt;definitie;WaterAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/eindpunt
water;imkl2015;wion;us-net-common:appurtenanceType;blindflens;blindflens;definitie;WaterAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/blindflens
water;inspire;wion;us-net-common:appurtenanceType;airRelieveValve;ontluchtingsventiel;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/airRelieveValve
water;inspire;wion;us-net-common:appurtenanceType;anode;anode;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/anode
water;inspire;wion;us-net-common:appurtenanceType;checkValve;afsluitklep;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/checkValve
water;inspire;wion;us-net-common:appurtenanceType;controlValve;controleventiel;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/controlValve
water;inspire;wion;us-net-common:appurtenanceType;fireHydrant;brandkraan;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/fireHydrant
water;inspire;wion;us-net-common:appurtenanceType;junction;knooppunt;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/junction
water;inspire;wion;us-net-common:appurtenanceType;lateralPoint;lateraal punt;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/lateralPoint
water;inspire;wion;us-net-common:appurtenanceType;meter;meter;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/meter
water;inspire;wion;us-net-common:appurtenanceType;pressureController;drukregelaar;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/pressureController
water;inspire;wion;us-net-common:appurtenanceType;pumpStation;pompstation;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/pumpStation
water;inspire;wion;us-net-common:appurtenanceType;samplingStation;meetstation;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/samplingStation
water;inspire;wion;us-net-common:appurtenanceType;storageFacility;opslagfaciliteit;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/storageFacility
water;inspire;wion;us-net-common:appurtenanceType;treatmentPlant;zuiveringsinstallatie;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/treatmentPlant
water;inspire;wion;us-net-common:appurtenanceType;waterDischargePoint;afvoerpunt;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/waterDischargePoint
water;inspire;wion;us-net-common:appurtenanceType;waterExhaustPoint;aftappunt;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/waterExhaustPoint
water;inspire;wion;us-net-common:appurtenanceType;waterServicePoint;toevoerpunt;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/waterServicePoint
water;inspire;wion;us-net-common:appurtenanceType;well;bron;definitie;WaterAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/well
water;imkl2015;wion;us-net-wa:waterType;industrial;industrial;definitie;WaterTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/WaterTypeValue/industrial
water;imkl2015;wion;us-net-wa:waterType;waste;waste;definitie;WaterTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/WaterTypeValue/waste
water;inspire;wion;us-net-wa:waterType;potable;drinkbaar;definitie;WaterTypeValue;http://inspire.ec.europa.eu/codelist/WaterTypeValue/potable
water;inspire;wion;us-net-wa:waterType;raw;onbehandeld;definitie;WaterTypeValue;http://inspire.ec.europa.eu/codelist/WaterTypeValue/raw
water;inspire;wion;us-net-wa:waterType;salt;zout;definitie;WaterTypeValue;http://inspire.ec.europa.eu/codelist/WaterTypeValue/salt
water;inspire;wion;us-net-wa:waterType;treated;behandeld;definitie;WaterTypeValue;http://inspire.ec.europa.eu/codelist/WaterTypeValue/treated
water;;wion;;puntVanLevering;punt van levering;definitie;WaterAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/puntVanLevering
riolering;imkl2015;wion;;aansluitleiding;aansluitleiding;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/aansluitleiding
riolering;imkl2015;wion;;bergbezinkleiding;bergbezinkleiding;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/bergbezinkleiding
riolering;imkl2015;wion;;bergingsleiding;bergingsleiding;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/bergingsleiding
riolering;imkl2015;wion;;gemengdRiool;gemengd riool;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/gemengdRiool
riolering;imkl2015;wion;;hemelwaterriool;hemelwaterriool;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/hemelwaterriool
riolering;imkl2015;wion;;overstortleiding;overstortleiding;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/overstortleiding
riolering;imkl2015;wion;;stuwrioolleiding;stuwrioolleiding;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/stuwrioolleiding
riolering;imkl2015;wion;;doorlatendeleiding;doorlatendeleiding;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/doorlatendeleiding
riolering;imkl2015;wion;;vuilwaterriool;vuilwaterriool;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/vuilwaterriool
riolering;imkl2015;wion;;transportrioolleiding;transportrioolleiding;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/transportrioolleiding
riolering;imkl2015;wion;;zinker;zinker;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/zinker
riolering;imkl2015;wion;;openLeiding;openLeiding;definitie;RioolleidingTypeWaarde;http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeWaarde/openLeiding
riolering;imkl2015;wion;us-net-common:appurtenanceType;gemaal;gemaal;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/gemaal
riolering;imkl2015;wion;us-net-common:appurtenanceType;infiltratievoorziening;infiltratievoorziening;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/infiltratievoorziening
riolering;imkl2015;wion;us-net-common:appurtenanceType;kolk;kolk;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/kolk
riolering;imkl2015;wion;us-net-common:appurtenanceType;kunstwerk;kunstwerk;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/kunstwerk
riolering;imkl2015;wion;us-net-common:appurtenanceType;reservoir;reservoir;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/reservoir
riolering;imkl2015;wion;us-net-common:appurtenanceType;uitlaatconstructie;uitlaatconstructie;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/uitlaatconstructie
riolering;imkl-be;wion;us-net-common:appurtenanceType;overstort;overstort;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/overstort
riolering;inspire;wion;us-net-common:appurtenanceType;barrel;mangatbuis;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/barrel
riolering;inspire;wion;us-net-common:appurtenanceType;catchBasin;opvangbekken;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/catchBasin
riolering;inspire;wion;us-net-common:appurtenanceType;cleanOut;afsluiter;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/cleanOut
riolering;inspire;wion;us-net-common:appurtenanceType;connection;aansluiting;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/connection
riolering;inspire;wion;us-net-common:appurtenanceType;dischargeStructure;afvoerinrichting;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/dischargeStructure
riolering;inspire;wion;us-net-common:appurtenanceType;specificStructure;specifieke structuur;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/specificStructure
riolering;inspire;wion;us-net-common:appurtenanceType;thrustProtection;stootbeschermer;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/thrustProtection
riolering;inspire;wion;us-net-common:appurtenanceType;tideGate;wachtdeur;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/tideGate
riolering;inspire;wion;us-net-common:appurtenanceType;watertankOrChamber;watertank of -kelder;definitie;SewerAppurtenanceTypeValue;http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/watertankOrChamber
riolering;inspire;wion;us-net-sw:sewerWaterType;combined;gecombineerd;definitie;SewerWaterTypeValue;http://inspire.ec.europa.eu/codelist/SewerWaterTypeValue/combined
riolering;inspire;wion;us-net-sw:sewerWaterType;reclaimed;teruggewonnen;definitie;SewerWaterTypeValue;http://inspire.ec.europa.eu/codelist/SewerWaterTypeValue/reclaimed
riolering;inspire;wion;us-net-sw:sewerWaterType;sanitary;huishoudelijk;definitie;SewerWaterTypeValue;http://inspire.ec.europa.eu/codelist/SewerWaterTypeValue/sanitary
riolering;inspire;wion;us-net-sw:sewerWaterType;storm;storm;definitie;SewerWaterTypeValue;http://inspire.ec.europa.eu/codelist/SewerWaterTypeValue/storm
riolering;;wion;us-net-common:appurtenanceType;puntVanLevering;punt van levering;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/puntVanLevering
warmte;imkl2015;wion;us-net-common:appurtenanceType;compensator;compensator;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/compensator
warmte;imkl2015;wion;us-net-common:appurtenanceType;lekdetectiemeetpunt;lekdetectiemeetpunt;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/lekdetectiemeetpunt
