thema	bron	Deelmodel	attribuut	waarde	label-nl	definitie	naam waardelijst	URL
riolering	imkl2015	sw	imkl:typeRioolleiding	vuilwaterriool	vuilwaterriool	vuilwaterriool	RioolleidingTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeValue/vuilwaterriool
riolering	imkl2015	sw	imkl:typeRioolleiding	transportrioolleiding	transportrioolleiding	transportrioolleiding	RioolleidingTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeValue/transportrioolleiding
riolering	imkl2015	sw	imkl:typeRioolleiding	zinker	zinker	zinker	RioolleidingTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeValue/zinker
riolering	imkl2015	sw	imkl:typeRioolleiding	openLeiding	openLeiding	openLeiding	RioolleidingTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/RioolleidingTypeValue/openLeiding
riolering	imkl2015	wion	us-net-common:appurtenanceType	gemaal	gemaal	gemaal	SewerAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/gemaal
riolering	imkl2015	wion	us-net-common:appurtenanceType	infiltratievoorziening	infiltratievoorziening	infiltratievoorziening	SewerAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/infiltratievoorziening
riolering	imkl2015	wion	us-net-common:appurtenanceType	kolk	kolk	kolk	SewerAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/kolk
riolering	imkl2015	wion	us-net-common:appurtenanceType	kunstwerk	kunstwerk	kunstwerk	SewerAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/kunstwerk
riolering	imkl2015	wion	us-net-common:appurtenanceType	reservoir	reservoir	reservoir	SewerAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/reservoir
riolering	imkl2015	wion	us-net-common:appurtenanceType	uitlaatconstructie	uitlaatconstructie	uitlaatconstructie	SewerAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/uitlaatconstructie
riolering	imkl-be	wion	us-net-common:appurtenanceType	overstort	overstort	overstort	SewerAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/overstort
riolering	inspire	wion	us-net-common:appurtenanceType	barrel	mangatbuis	Mangatbuis.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/barrel
riolering	inspire	wion	us-net-common:appurtenanceType	catchBasin	opvangbekken	Opvangbekken.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/catchBasin
riolering	inspire	wion	us-net-common:appurtenanceType	cleanOut	afsluiter	Afsluiter.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/cleanOut
riolering	inspire	wion	us-net-common:appurtenanceType	connection	aansluiting	Aansluiting.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/connection
riolering	inspire	wion	us-net-common:appurtenanceType	dischargeStructure	afvoerinrichting	Afvoerinrichting.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/dischargeStructure
riolering	inspire	wion	us-net-common:appurtenanceType	specificStructure	specifieke structuur	Specifieke structuur.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/specificStructure
riolering	inspire	wion	us-net-common:appurtenanceType	thrustProtection	stootbeschermer	Stootbeschermer.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/thrustProtection
riolering	inspire	wion	us-net-common:appurtenanceType	tideGate	wachtdeur	Wachtdeur.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/tideGate
riolering	inspire	wion	us-net-common:appurtenanceType	watertankOrChamber	watertank of -kelder	Watertank of -kelder.	SewerAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/SewerAppurtenanceTypeValue/watertankOrChamber
riolering	inspire	wion	us-net-sw:sewerWaterType	combined	gecombineerd	Gecombineerd afvalwater.	SewerWaterTypeValue	http://inspire.ec.europa.eu/codelist/SewerWaterTypeValue/combined
riolering	inspire	wion	us-net-sw:sewerWaterType	reclaimed	teruggewonnen	Teruggewonnen water.	SewerWaterTypeValue	http://inspire.ec.europa.eu/codelist/SewerWaterTypeValue/reclaimed
riolering	inspire	wion	us-net-sw:sewerWaterType	sanitary	huishoudelijk	Huishoudelijk afvalwater.	SewerWaterTypeValue	http://inspire.ec.europa.eu/codelist/SewerWaterTypeValue/sanitary
riolering	inspire	wion	us-net-sw:sewerWaterType	storm	storm	Regenwater.	SewerWaterTypeValue	http://inspire.ec.europa.eu/codelist/SewerWaterTypeValue/storm
riolering		wion	us-net-common:appurtenanceType	puntVanLevering	punt van levering	punt van levering	SewerAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/puntVanLevering
warmte	imkl2015	wion	us-net-common:appurtenanceType	compensator	compensator	Compensator	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/compensator
warmte	imkl2015	wion	us-net-common:appurtenanceType	lekdetectiemeetpunt	lekdetectiemeetpunt	Lekdetectiemeetpunt	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/lekdetectiemeetpunt
warmte	imkl2015	wion	us-net-common:appurtenanceType	put	put	put	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/put
warmte	imkl2015	wion	us-net-common:appurtenanceType	pompstation	pompstation	pompstation	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/pompstation
warmte	imkl2015	wion	us-net-common:appurtenanceType	overdrachtsstation	overdrachtsstation	overdrachtsstation	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/overdrachtsstation
warmte	imkl2015	wion	us-net-common:appurtenanceType	mantelbuis	mantelbuis	Mantelbuis	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/mantelbuis
warmte	imkl2015	wion	us-net-common:appurtenanceType	zinker	zinker	Zinker (indien diepte t.o.v. NAP ook wordt aangegeven kan dit vervallen)	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/zinker
warmte	imkl2015	wion	us-net-common:appurtenanceType	inEnUittredepuntBoringen	In/ en uittredepunt boringen	In/ en uittredepunt boringen	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/inEnUittredepuntBoringen
warmte	imkl2015	wion	us-net-common:appurtenanceType	gestuurdeBoring	gestuurde boring	gestuurde boring	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/gestuurdeBoring
warmte	imkl2015	wion	us-net-common:appurtenanceType	puntVanLevering	punt van levering	punt van levering	ThermalAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/puntVanLevering
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	ABS		Acrylonitrile butadiene styrene (ABS). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	asbestos		Asbestos. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	blackIron		Iron without any finish on it, gray-black in color. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	blackSteel		Steel with a surface layer of dark coloured iron oxides. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	castIron		Iron with a high Carbon content (above 2%). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	clay		Clay. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	compositeConcrete		Composite concrete. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	concrete		Concrete. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	CPVC		Chlorinated polyvinyl chloride (CPVC). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	 FRP		Fibre reinforced plastic (FRP). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	galvanizedSteel		Galvanized steel. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	masonry		Masonry. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	other		Other. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	PB		Polybutylene (PB). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	PE		Polyethylene (PE). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	PEX		Cross-linked high-density polyethylene (PEX). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	PP		Polypropylene (PP). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	prestressedReinforcedConcrete		Prestressed reinforced concrete. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	PVC		Polyvinyl chloride (PVC). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	reinforcedConcrete		Reinforced concrete. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	RPMP		Reinforced polymer mortar (RPMP). 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	steel		Steel. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	terracota		Terracota. 	PipeMaterialTypeValue	
algemeen	inspire ext	wion, rrb	imkl:buismateriaalType	wood		Wood. 	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	AC		astbestcement	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	BT 		beton	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	CU		koper	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	GIJ		grijsgietijzer	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	GVB		glasvezel versterkte beton	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	GVK		glasvezel versterkte kunststof	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	HZ		hostaliet	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	KP		 koper	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	NGIJ		nodulair gietijzer	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	PB		 lood	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	PE 		polyetheen	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	PoB		polybutyleen	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	PVC		polyvinylchloride	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	PVCBV		polyvinylchloride biaxiaal verstrekt	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	RVS		roestvaststaal	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	SLA		safe line aluminium	PipeMaterialTypeValue	
algemeen	Brabant Water	wion, rrb	imkl:buismateriaalType	ST 		staal	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AY		Unidentified type of plastics	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AZ		Unidentified material	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	Z		Other (details in remarks section)	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AB		Bitumen	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AC		Pitch fibre	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AD		Metselwerk	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AE		Clay	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AA		Asbestcement	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AJ		Betonnen segmenten	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AK		Fibre cement	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AL		GVK	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AN		Grijs gietijzer	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AO		Ductile cast iron	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AP		Staal	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AQ		Unidentified type of Iron or steel	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AR		Metselwerk (bepleisterd)	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AS		Metselwerk (onbepleisterd)	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AT		Epoxy	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AU		Polyester	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AV		PE	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AW		Polypropyleen	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AF		Cement mortar	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AG		Beton	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AH		Gewapend beton	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AI		Sprayed concrete	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AX		PVC-U	PipeMaterialTypeValue	
algemeen	Rioned (EN)	wion, rrb	imkl:buismateriaalType	AM		Gietijzer	PipeMaterialTypeValue	
algemeen	Telecom	wion, rrb	imkl:buismateriaalType	HDPE		High-density polyethylene	PipeMaterialTypeValue	
olie-gas-chemicalien	rrgs	rrb	imkl:buisleidingtype	31	aardgasleiding (niet NEN)	aardgasleiding (niet NEN)	BuisleidingtypeTypeValue	
olie-gas-chemicalien	rrgs	rrb	imkl:buisleidingtype	32	K1-leiding	K1-leiding	BuisleidingtypeTypeValue	
olie-gas-chemicalien	rrgs	rrb	imkl:buisleidingtype	33	K2-leiding	K2-leiding	BuisleidingtypeTypeValue	
olie-gas-chemicalien	rrgs	rrb	imkl:buisleidingtype	34	K3-leiding	K3-leiding	BuisleidingtypeTypeValue	
olie-gas-chemicalien	rrgs	rrb	imkl:buisleidingtype	35	defensieleiding	defensieleiding	BuisleidingtypeTypeValue	
olie-gas-chemicalien	rrgs	rrb	imkl:buisleidingtype	36	overig	overig	BuisleidingtypeTypeValue	
olie-gas-chemicalien	rrgs	rrb	imkl:buisleidingtype	37	aardgasleiding NEN-3650	aardgasleiding NEN-3650	BuisleidingtypeTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	waterloop	waterloop	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/waterloop	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	rijbaan lokale weg	rijbaan lokale weg	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/rijbaan_lokale_weg	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	fietspad	fietspad	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/fietspad	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	sloot	sloot	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/sloot	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	erf	erf	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/erf	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	talud	talud (? niet gevonden in imgeo)	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/talud	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	BuildingPart	pand	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/BuildingPart	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	overkapping	overkapping	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/overkapping	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	loods	loods	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/loods	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	hek	hek	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/hek	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	draadraster	draadraster	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/draadraster	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	faunaraster	faunaraster	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/faunaraster	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	muur	muur	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/muur	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	hoogspanningsmast	hoogspanningsmast	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/hoogspanningsmast	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	steiger	steiger	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/steiger	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	stuw	stuw	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/stuw	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	gemaal	gemaal	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/gemaal	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	brug	brug	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/brug	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	viaduct	viaduct	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/viaduct	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	CAI-kast	CAI-kast	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/CAI-kast	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	elektrakast	elektrakast	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/elektrakast	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	gaskast	gaskast	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/gaskast	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	telecom kast	telecom kast	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/telecom_kast	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	rioolkast	rioolkast	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/rioolkast	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	openbare_verlichtingkast	openbare verlichtingkast	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/openbare_verlichtingkast	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	portaal	portaal	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/portaal	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	lichtmast	lichtmast	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/lichtmast	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	hectometerpaal	hectometerpaal	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/hectometerpaal	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	inspectieputRioolput	inspectie- / rioolput	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/inspectie-_/_rioolput	TopografischObjectTypeValue	
algemeen	IMGeo	wion	imkl:typeTopografischObject	kolk	kolk	http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/kolk	TopografischObjectTypeValue	
